,ARI,Coleman-Liau,DaleChallIndex,FleschReadingEase,GunningFogIndex,Kincaid,LIX,RIX,SMOGIndex,article,auxverb,characters,characters_per_word,complex_words,complex_words_dc,conjunction,interrogative,long_words,nominalization,paragraphs,preposition,pronoun,sentences,sentences_per_paragraph,subordination,syll_per_word,syllables,tobeverb,type_token_ratio,words,words_per_sentence,wordtypes
/home/christian/Programming/data/Wahlomat/Proper/Linke/buwa_linke_2013.tok,16.9600751388,21.0729962478,18.8220258861,23.3235623827,10.9165215587,13.5878876307,53.4075509463,5.62141084722,10.4620628605,14,27,269258,6.62023013375,5236,37273,0,0,15858,129,560,38,2,2821,5.0375,0,1.99618902439,81189,20,0.211349331235,40672,14.4175824176,8596
