,ARI,Coleman-Liau,DaleChallIndex,FleschReadingEase,GunningFogIndex,Kincaid,LIX,RIX,SMOGIndex,article,auxverb,characters,characters_per_word,complex_words,complex_words_dc,conjunction,interrogative,long_words,nominalization,paragraphs,preposition,pronoun,sentences,sentences_per_paragraph,subordination,syll_per_word,syllables,tobeverb,type_token_ratio,words,words_per_sentence,wordtypes
/home/christian/Programming/data/Wahlomat/Proper/Linke/buwa_linke_2002.tok,20.4321164457,23.760340428,18.8824370671,8.31913701283,12.7721527201,16.486197925,59.6582380261,7.41687657431,11.6950867739,2,16,98339,7.01319355299,2001,12761,0,0,5889,72,77,11,0,794,10.3116883117,0,2.13464555698,29932,0,0.304521466267,14022,17.6599496222,4270
