,ARI,Coleman-Liau,DaleChallIndex,FleschReadingEase,GunningFogIndex,Kincaid,LIX,RIX,SMOGIndex,article,auxverb,characters,characters_per_word,complex_words,complex_words_dc,conjunction,interrogative,long_words,nominalization,paragraphs,preposition,pronoun,sentences,sentences_per_paragraph,subordination,syll_per_word,syllables,tobeverb,type_token_ratio,words,words_per_sentence,wordtypes
/home/christian/Programming/data/Wahlomat/Proper/Green/buwa_green_1980.tok,14.1360427385,18.1162579759,18.6324930582,39.3692048274,10.1242062195,11.048449507,48.3434987808,4.6399026764,9.92504183233,1,1,33373,6.14943799521,657,4929,0,0,1907,9,64,7,0,411,6.421875,0,1.82107978625,9883,15,0.451262207481,5427,13.204379562,2449
