,ARI,Coleman-Liau,DaleChallIndex,FleschReadingEase,GunningFogIndex,Kincaid,LIX,RIX,SMOGIndex,article,auxverb,characters,characters_per_word,complex_words,complex_words_dc,conjunction,interrogative,long_words,nominalization,paragraphs,preposition,pronoun,sentences,sentences_per_paragraph,subordination,syll_per_word,syllables,tobeverb,type_token_ratio,words,words_per_sentence,wordtypes
/home/christian/Programming/data/Wahlomat/Proper/SPD/buwa_spd_1972.tok,17.2019867932,21.0272435324,18.7498897137,24.0812823194,10.292948762,13.6590327832,53.4755230862,5.80153508772,9.93721846276,5,2,91012,6.59602840991,1463,12551,0,0,5291,62,2,10,2,912,456.0,0,1.97869256414,27302,3,0.279170894333,13798,15.1293859649,3852
