,ARI,Coleman-Liau,DaleChallIndex,FleschReadingEase,GunningFogIndex,Kincaid,LIX,RIX,SMOGIndex,article,auxverb,characters,characters_per_word,complex_words,complex_words_dc,conjunction,interrogative,long_words,nominalization,paragraphs,preposition,pronoun,sentences,sentences_per_paragraph,subordination,syll_per_word,syllables,tobeverb,type_token_ratio,words,words_per_sentence,wordtypes
/home/christian/Programming/data/Wahlomat/Proper/FDP/buwa_fdp_1990.tok,16.9600900789,21.0137080596,18.5437182271,23.8495325867,10.9298247555,13.5450261517,54.0264632318,5.74142097632,10.4676683487,4,38,198771,6.60719984045,3846,27028,0,0,11879,121,356,23,10,2069,5.81179775281,0,1.98849886983,59822,36,0.266320967956,30084,14.5403576607,8012
