,ARI,Coleman-Liau,DaleChallIndex,FleschReadingEase,GunningFogIndex,Kincaid,LIX,RIX,SMOGIndex,article,auxverb,characters,characters_per_word,complex_words,complex_words_dc,conjunction,interrogative,long_words,nominalization,paragraphs,preposition,pronoun,sentences,sentences_per_paragraph,subordination,syll_per_word,syllables,tobeverb,type_token_ratio,words,words_per_sentence,wordtypes
/home/christian/Programming/data/Wahlomat/Proper/FDP/buwa_fdp_1987.tok,12.543520132,17.6587236266,18.3208410562,42.1605136356,8.31235721197,9.65856602741,46.8726717628,3.45928753181,8.65212923468,4,12,45001,6.23887425482,837,6500,0,0,2719,19,332,4,39,786,2.36746987952,0,1.83640648829,13246,13,0.387910716761,7213,9.17684478372,2798
