year,party,syll_per_word,words_per_sentence,characters_per_word,content_fraction,lexical_diversity,wordtypes
,sentences_per_paragraph
1949,CDU,2.00215681299,15.2751937984,6.73953311342,0.619571379975,0.289375212609,2523
,4.73394495413
1953,CDU,1.81298055179,13.2395209581,6.01741293532,0.65356113627,0.362289007822,1744
,6.68
1961,CDU,1.5037037037,14.5945945946,5.10925925926,0.709515859766,0.484140233723,281
,1.85
1965,CDU,1.60955518946,10.649122807,5.62767710049,0.628075253256,0.50506512301,339
,5.7
1969,CDU,2.02741407529,13.5027624309,6.72340425532,0.623193641618,0.400289017341,1088
,4.11363636364
1972,CDU,1.87788269475,13.2220888355,6.20710005448,0.610181531176,0.270402525651,3358
,2.86254295533
1976,CDU,1.97147230726,15.3547008547,6.53214583913,0.609189598586,0.262938651856,2075
,4.58823529412
1980,CDU,1.94190694905,17.2643171806,6.40018712257,0.605620895066,0.261875668245,3371
,9.59154929577
1983,CDU,1.90934684685,14.5177111717,6.31268768769,0.606448396211,0.299484793086,1783
,11.8387096774
1987,CDU,2.00872350576,14.2733463035,6.63736113951,0.61927475081,0.23861065248,3850
,5.21827411168
1990,CDU,1.92305315204,11.8752293578,6.44592088999,0.6362631288,0.322968490879,2307
,4.6186440678
1994,CDU,2.03941866045,15.1632016632,6.75347912525,0.62695770132,0.249907510174,4000
,7.88524590164
1998,CDU,1.97266615232,22.0754257908,6.54326022264,0.639775798218,0.317986187569,3121
,3.60526315789
2002,CDU,2.00098865402,15.4930707513,6.63052586978,0.630514783639,0.263482932194,6056
,7.45108695652
2005,CDU,1.96933489305,8.62247838617,6.62274398396,0.64690226231,0.25706047612,3376
,2.65900383142
2009,CDU,1.96248623348,11.9818556701,6.60080534141,0.634903538505,0.201064402699,6212
,4.1955017301
2013,CDU,1.88644387698,15.214527027,6.25913178639,0.642699337216,0.193412331794,9131
,4.65408805031
2017,CDU,1.97131023336,14.0610795455,6.48494797454,0.621578099839,0.209831812489,4626
,9.84615384615
1949,SPD,1.80205082479,15.6853146853,5.99063753901,0.650438946528,0.486432561852,1189
,47.6666666667
1953,SPD,1.90294230034,19.8257575758,6.26901031716,0.604475100942,0.350100942127,2015
,88.0
1957,SPD,2.03048264183,17.2829268293,6.63872424499,0.642071035518,0.390195097549,1510
,102.5
1961,SPD,1.86786811727,16.7004160888,6.07731915954,0.581628912836,0.24939520563,3356
,360.5
1965,SPD,2.04163046054,18.4937910884,6.71775021724,0.626975325755,0.216869975049,6053
,456.333333333
1969,SPD,2.07971223022,14.6008403361,6.86014388489,0.625738505009,0.378885178526,1446
,39.6666666667
1972,SPD,1.97869256414,15.1293859649,6.59602840991,0.662281253934,0.253808384741,3852
,456.0
1976,SPD,1.779070348,17.3862847222,6.05142543312,0.703354014927,0.309639420915,6467
,164.571428571
1980,SPD,1.93154225738,14.8626309662,6.42343541944,0.636319172722,0.262926215763,3670
,286.333333333
1983,SPD,2.02716593245,15.7229437229,6.65895741557,0.635141584473,0.285077951002,3524
,231.0
1987,SPD,2.04487714418,15.0418410042,6.71200741771,0.6328125,0.259088010204,3190
,239.0
1990,SPD,1.99278016114,14.7941176471,6.80213456105,0.700187049078,0.285917876548,3118
,323.0
1994,SPD,1.96862832351,16.2402890696,6.53342974747,0.660183179043,0.284912349813,5460
,22.14
1998,SPD,1.85638066878,15.5739130435,6.55059246852,0.65353501773,0.240802304965,4210
,517.5
2005,SPD,1.87887218045,10.7258064516,6.31556390977,0.621584130947,0.255167152171,3592
,3.60465116279
2009,SPD,2.07325007478,9.84320942216,6.80021687107,0.630305588933,0.197382522002,5912
,2.72791164659
2013,SPD,2.08713487517,14.496582365,6.83155338661,0.614619065769,0.18055732012,8336
,10.0205479452
2017,SPD,2.07854984894,14.1966769706,6.78655997387,0.620839572967,0.184870296121,7529
,11.9262672811
1953,FDP,1.75850172499,15.3712121212,5.97732873337,0.731874731875,0.507936507937,1115
,66.0
1957,FDP,1.75108091414,5.88727272727,6.02038295244,0.704836020011,0.529182879377,934
,1.52777777778
1961,FDP,2.02976190476,8.4263322884,6.68489583333,0.642420122366,0.44425560843,1297
,1.8125
1969,FDP,1.87060998152,9.26369863014,6.27116451017,0.673499267936,0.357410118757,2129
,2.75471698113
1972,FDP,1.71111111111,15.0,5.76425120773,0.653133274492,0.502206531333,558
,23.0
1976,FDP,1.93756930583,11.3576826196,6.50166333999,0.651493884099,0.313414878685,3060
,3.4224137931
1980,FDP,1.97839051686,13.5616575137,6.55117066706,0.649766331574,0.259523249168,7513
,3.01656626506
1983,FDP,1.97206970637,10.4856070088,6.55968011459,0.648812750732,0.340344790198,3052
,2.35
1987,FDP,1.83640648829,9.17684478372,6.23887425482,0.692821571724,0.352483906231,2798
,2.36746987952
1990,FDP,1.98849886983,14.5403576607,6.60719984045,0.677309326773,0.231352046522,8012
,5.81179775281
1994,FDP,2.0,13.3418915379,6.64686015002,0.662373831444,0.219945718695,11949
,4.8500635324
1998,FDP,1.95429930479,12.7769985975,6.5416392243,0.676046104561,0.255193368341,7420
,4.85034013605
2002,FDP,1.98111816738,12.2048442907,6.60350986618,0.64469877028,0.244523096001,9189
,2.95803480041
2005,FDP,1.90081328079,10.7741644083,6.36140689193,0.663944512809,0.256218070627,6571
,3.0204638472
2009,FDP,2.09295048243,15.5254161044,6.92031987947,0.623875177604,0.223175288112,8393
,19.1637931034
2013,FDP,2.05444455554,13.098886706,6.77577242276,0.663719665693,0.167193636089,8106
,13.7567567568
2017,FDP,2.0347550057,14.7550040032,6.76064897716,0.642520339107,0.205394444309,8131
,4.7580952381
1980,Green,1.82107978625,13.204379562,6.14943799521,0.688511456497,0.403941676013,2449
,6.421875
1983,Green,1.89410299003,18.8862745098,6.2551910299,0.620219069851,0.374573532052,2066
,127.5
1987,Green,1.88746758859,14.4264339152,6.34844425238,0.667227582081,0.288048762247,7407
,4.50561797753
1990,Green,1.86527918241,12.4252645503,6.23601426518,0.673564691878,0.310319567805,6458
,2.47058823529
1994,Green,2.08391473491,16.1490134995,6.88460920168,0.625379829258,0.224627405585,7629
,10.7
1998,Green,2.12208477558,13.2553591576,7.10026669693,0.653711146157,0.218802462227,8340
,4.6404886562
2002,Green,2.01216882317,12.0111008326,6.79066543438,0.667469482019,0.196172880238,5824
,3.60333333333
2005,Green,1.96386246307,12.4894566099,6.588720413,0.638990993013,0.194506018687,6853
,3.54820143885
2009,Green,1.94028972063,11.7439765347,6.53525172155,0.634628233273,0.17147084089,10581
,3.41660701503
2013,Green,2.01397591432,11.860851232,6.67650979869,0.641312231131,0.145052805182,14174
,3.87589376915
2017,Green,1.85910039172,12.500750469,6.37335094328,0.644845263977,0.156453820759,11151
,3.30030959752
1994,Linke,2.0978525827,23.7327823691,6.97411491584,0.661770790236,0.311439801407,2950
,72.6
1998,Linke,2.15769800864,14.7921830315,7.08345685377,0.644767741566,0.268572083166,4602
,7.04026845638
2002,Linke,2.13464555698,17.6599496222,7.01319355299,0.628242811502,0.276549520767,4270
,10.3116883117
2005,Linke,2.08637687654,12.244170096,6.93367689895,0.681472875145,0.272767897042,2999
,8.67857142857
2009,Linke,2.12631143728,21.6431767338,7.05183730425,0.667598143057,0.264794699599,5704
,10.0449438202
2013,Linke,1.99618902439,14.4175824176,6.62023013375,0.659278037334,0.184576061679,8596
,5.0375
2017,Linke,1.94396537907,13.3141271874,6.51400865523,0.662855475751,0.165585362804,11362
,4.72855701312
2017,AFD,2.02490453262,12.3760273973,6.79938015385,0.649340101523,0.278223350254,5277
,4.01098901099
